Fecha,Ciudad,Sucursal,Categoría,Índice_Laspeyres,Precio_Promedio_Pond,Inflación_Mensual_Acum,Inflación_Diaria
2026-06-17,Santa Cruz,Roca y Coronado,Frutas y Verduras,99.2319,37.5,-0.768100000000004,-1.0077394388963157e-06
2026-06-17,Santa Cruz,Roca y Coronado,Panadería,99.9223,43.34,-0.077699999999993,-5.003862982078111e-06
2026-06-18,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-06-18,La Paz,Calacoto,Abarrotes,100.2922,23.0,0.292199999999994,0.00037504513508612725
2026-06-18,La Paz,Calacoto,Bebidas,99.2901,35.47,-0.7099000000000046,-3.726315238217204e-05
2026-06-18,La Paz,Calacoto,Lácteos y Derivados,101.4506,26.9,1.4505999999999943,0.0007279772097756876
2026-06-18,La Paz,Calacoto,Frutas y Verduras,98.3646,38.06,-1.6354000000000042,-1.626574982072082e-05
2026-06-18,La Paz,Calacoto,Panadería,100.414,45.29,0.4140000000000015,0.0
2026-06-18,Santa Cruz,Roca y Coronado,Carnes,100.0,0.0,0.0,0.0
2026-06-18,Santa Cruz,Roca y Coronado,Abarrotes,99.695,23.36,-0.3050000000000068,-0.0010210738008895603
2026-06-18,Santa Cruz,Roca y Coronado,Bebidas,99.1493,23.36,-0.8507000000000033,-0.0001310982097026958
2026-06-18,Santa Cruz,Roca y Coronado,Lácteos y Derivados,100.6324,47.32,0.6324000000000041,8.049745439220324e-05
2026-06-18,Santa Cruz,Roca y Coronado,Frutas y Verduras,99.2228,37.5,-0.7771999999999935,-9.1704381353086e-05
2026-06-18,Santa Cruz,Roca y Coronado,Panadería,99.681,43.24,-0.3190000000000026,-0.0024148763589310063
2026-06-19,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-06-19,La Paz,Calacoto,Abarrotes,100.3059,22.99,0.30589999999999407,0.0001366008523095985
2026-06-19,La Paz,Calacoto,Bebidas,99.2695,35.44,-0.7305000000000064,-0.00020747284976041502
2026-06-19,La Paz,Calacoto,Lácteos y Derivados,101.4726,26.13,1.4726,0.0002168543113594268
2026-06-19,La Paz,Calacoto,Frutas y Verduras,98.3465,38.08,-1.653499999999994,-0.00018400928789408244
2026-06-19,La Paz,Calacoto,Panadería,100.4153,45.22,0.415300000000002,1.2946401896085646e-05
2026-06-19,Santa Cruz,Roca y Coronado,Carnes,100.0,0.0,0.0,0.0
2026-06-19,Santa Cruz,Roca y Coronado,Abarrotes,99.6344,23.34,-0.3656000000000006,-0.0006078539545613104
2026-06-19,Santa Cruz,Roca y Coronado,Bebidas,99.1036,23.17,-0.8963999999999999,-0.0004609210554183951
2026-06-19,Santa Cruz,Roca y Coronado,Lácteos y Derivados,100.6251,47.43,0.6251000000000033,-7.254124914046756e-05
2026-06-19,Santa Cruz,Roca y Coronado,Frutas y Verduras,99.2017,37.59,-0.7982999999999976,-0.00021265273707260501
2026-06-19,Santa Cruz,Roca y Coronado,Panadería,99.6801,43.26,-0.31990000000000407,-9.028801878030457e-06
2026-06-23,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-06-23,La Paz,Calacoto,Abarrotes,100.276,23.09,0.27599999999999625,-0.00029808814835419195
2026-06-23,La Paz,Calacoto,Bebidas,99.1196,36.24,-0.8803999999999945,-0.001510030774809823
2026-06-23,La Paz,Calacoto,Lácteos y Derivados,101.3784,25.3,1.3783999999999992,-0.000928329420947116
2026-06-23,La Paz,Calacoto,Frutas y Verduras,98.336,38.1,-1.6640000000000015,-0.00010676536531561975
2026-06-23,La Paz,Calacoto,Panadería,100.4161,45.25,0.41610000000000014,7.966913408541387e-06
2026-06-23,Santa Cruz,Roca y Coronado,Carnes,100.0,0.0,0.0,0.0
2026-06-23,Santa Cruz,Roca y Coronado,Abarrotes,99.7319,23.63,-0.268100000000004,0.0009785776799979828
2026-06-23,Santa Cruz,Roca y Coronado,Bebidas,99.111,23.11,-0.8889999999999958,7.466933592725766e-05
2026-06-23,Santa Cruz,Roca y Coronado,Lácteos y Derivados,100.0167,46.98,0.01670000000000016,-0.00604620517147314
2026-06-23,Santa Cruz,Roca y Coronado,Frutas y Verduras,99.2287,37.63,-0.7712999999999965,0.0002721727551040498
2026-06-23,Santa Cruz,Roca y Coronado,Panadería,99.7045,44.9,-0.2955000000000041,0.00024478306101216596
2026-06-24,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-06-24,La Paz,Calacoto,Abarrotes,100.2801,23.08,0.28010000000000446,4.088715146211008e-05
2026-06-24,La Paz,Calacoto,Bebidas,99.0916,36.98,-0.9084000000000003,-0.000282487015686117
2026-06-24,La Paz,Calacoto,Lácteos y Derivados,100.981,30.99,0.9809999999999945,-0.003919967172494432
2026-06-24,La Paz,Calacoto,Frutas y Verduras,98.3238,38.45,-1.6761999999999944,-0.00012406443215096097
2026-06-24,La Paz,Calacoto,Panadería,101.3459,46.5,1.3459000000000003,0.009259471339755354
2026-06-24,Santa Cruz,Roca y Coronado,Carnes,100.0,0.0,0.0,0.0
2026-06-24,Santa Cruz,Roca y Coronado,Abarrotes,99.7219,23.61,-0.2780999999999949,-0.00010026882070823806
2026-06-24,Santa Cruz,Roca y Coronado,Bebidas,99.0838,23.12,-0.9162000000000035,-0.0002744397695514378
2026-06-24,Santa Cruz,Roca y Coronado,Lácteos y Derivados,100.2279,47.13,0.22790000000000532,0.002111647354891888
2026-06-24,Santa Cruz,Roca y Coronado,Frutas y Verduras,99.2307,37.68,-0.7693000000000012,2.015545905575955e-05
2026-06-24,Santa Cruz,Roca y Coronado,Panadería,99.6896,44.87,-0.31040000000000134,-0.00014944159992780204
2026-06-25,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-06-25,La Paz,Calacoto,Abarrotes,100.2599,23.1,0.2599000000000018,-0.0002014357783847176
2026-06-25,La Paz,Calacoto,Bebidas,99.0554,36.46,-0.9445999999999941,-0.0003653185537421111
